BCI-AV#,English,POS,Derivation - explanation,WinBliss
20572,family,BLUE,"(couple + star, representing a child or children) - Character (superimposed)",V#2#1#0#0#12#21#13##0#4*&R#1#1#0#2#8#23#9##0#4*&W#2#2#0#2#8#23#9##0#4*&T#5#1#0#5#11#36#12##0#4*&W#2#2#0#6#10#37#11##0#4*&U#2#1#0#8#12#29#13##0#4*&W#2#2#0#10#8#31#9##0#4*%£
20599,board,YELLOW,(pictograph) - Character,K#7#4#0#0#14#22#15##0#4*&W#4#1#0#1#14#23#15##0#4*&W#4#1#0#1#16#23#17##0#4*&K#7#2#0#8#14#30#15##0#4*%£
20769,bun_(food),YELLOW,"(roll,bun + horizontal line: pictograph, a bun cut horizontally for food to be placed in between) - Character",K#4#4#0#0#12#15#13##0#4*&W#3#1#0#0#14#33#15##0#4*&W#2#1#0#1#12#33#13##0#4*&W#2#1#0#1#16#33#17##0#4*&K#4#2#0#5#12#20#13##0#4*%£
21036,supernatural-(noun),YELLOW,"(nature + mind [modification, at a higher position]: claimed to be experienced at a higher level of consciousness) - Character (superimposed - modified)",J#1#1#0#0#4#27#5##0#4*&V#1#1#0#0#8#33#9##0#4*&W#4#1#0#0#16#33#17##0#4*%£
21040,"grace,grace_of_God",YELLOW,(pointer (left) + God + pointer (right): suggesting the grace radiating from God) - Character (superimposed - pointer),R#2#4#0#0#10#30#11##0#4*&V#1#1#0#3#4#33#5##0#4*&V#1#1#0#3#8#33#9##0#4*&W#1#1#0#3#12#33#13##0#4*&W#4#1#0#3#16#33#17##0#4*&W#1#1#0#9#12#39#13##0#4*&R#2#2#0#12#10#42#11##0#4*%£
21044,spirit,YELLOW,"(feeling + to be: a feeling of being: a vital force, traditionally believed to be within living beings) - Character (superimposed)",B#1#1#0#0#8#39#9##0#4*&H#2#1#0#2#10#25#11##0#4*&W#2#2#0#4#10#27#11##0#4*%£
21054,"leader,director,guide_(1)",BLUE,"(person + leadership,guidance) - Character (superimposed) SYMBOL SYNONYM",J#1#1#0#0#8#29#9##0#4*&S#1#1#0#2#8#35#9##0#4*&W#2#1#0#8#12#37#13##0#4*&R#2#2#0#10#10#39#11##0#4*%£
21061,"horn(s),antler(s)",YELLOW,(pictograph) - Character,K#1#3#0#0#8#33#9##0#4*%£
21082,holiness,YELLOW,(pictograph: the symbol suggests a halo) - Character,K#4#4#0#0#8#37#9##0#4*&K#4#2#0#3#8#40#9##0#4*%£
21090,single_parent,BLUE,(parent + protection: one parent who offers protection to a child or children) - Character (superimposed),R#1#1#0#0#8#31#9##0#4*&W#2#1#0#2#16#33#17##0#4*&W#4#2#0#4#8#35#9##0#4*&R#1#1#0#8#8#41#9##0#4*%£
21091,single_mother,BLUE,(mother + protection) - Character (superimposed),R#1#1#0#0#8#29#9##0#4*&U#2#1#0#2#12#31#13##0#4*&W#2#2#0#4#8#33#9##0#4*&R#1#1#0#8#8#37#9##0#4*%£
21092,single_father,BLUE,(father + protection) - Character (superimposed),R#1#1#0#0#8#29#9##0#4*&V#2#1#0#2#12#31#13##0#4*&W#2#2#0#4#8#33#9##0#4*&R#1#1#0#8#8#37#9##0#4*%£
21093,single_parent_family,BLUE,(single parent + star: family consisting of a single parent and a child or children) - Character (superimposed),R#1#1#0#0#8#31#9##0#4*&W#2#1#0#2#16#33#17##0#4*&W#4#2#0#4#8#35#9##0#4*&R#1#1#0#8#8#41#9##0#4*&T#5#1#0#11#11#40#12##0#4*&W#2#2#0#12#10#41#11##0#4*%£
21098,insight,YELLOW,(to see + world: to be able to see the world as it is) - Character (superimposed),W#4#1#0#0#8#15#9##0#4*&W#4#1#0#0#16#15#17##0#4*&H#2#1#0#2#10#17#11##0#4*&Q#1#1#0#4#12#19#13##0#4*%£
21116,coffin,YELLOW,"(enclosure [modification, rectangular] + reclining,lying_(person_lying_down) [modification, higher position, shortened line for feet]) - Character (superimposed - modified)",W#3#2#0#0#10#37#11##0#4*&W#4#1#0#0#10#33#11##0#4*&W#4#1#0#0#16#37#17##0#4*&W#4#1#0#2#14#35#13##0#4*&W#2#1#0#8#10#45#11##0#4*&W#2#1#0#8#16#45#17##0#4*&W#1#2#0#10#12#43#11##0#4*&W#3#2#0#12#10#49#11##0#4*%£
21282,"vase,urn,trophy_cup",YELLOW,(pictograph) - Character,A#1#1#0#0#8#27#9##0#4*&W#3#1#0#1#16#28#17##0#4*&A#1#3#0#6#8#33#9##0#4*%£
21297,"mystery,unknown",YELLOW,"(knowledge + what,question_mark: something known, but not fully understood) - Character (superimposed)",J#1#1#0#0#8#36#9##0#4*&W#2#2#0#0#12#36#13##0#4*&W#4#1#0#0#16#36#17##0#4*&Y#24#1#0#3#10#39#11##0#4*&W#2#2#0#8#12#44#13##0#4*%£
21363,"goblet,wineglass",YELLOW,(pictograph) - Character,W#4#1#0#0#8#33#9##0#4*&W#4#1#0#0#16#23#17##0#4*&W#6#1#0#0#8#23#9##0#4*&W#2#2#0#4#12#27#13##0#4*&W#6#2#0#4#8#27#9##0#4*%£
21540,cell,YELLOW,"(pictograph, of circular cell + being_(state_of): the symbol suggests a cell, with the symbol for to live [half-sized] as a cell nucleus in it) - Character (superimposed)",H#3#1#0#0#8#19#9##0#4*&H#2#1#0#2#10#35#11##0#4*&W#2#2#0#4#10#37#11##0#4*%£
21541,Euro,YELLOW,(international symbol for Euro) - Character,W#2#1#0#0#11#33#12##0#4*&W#2#1#0#0#13#33#14##0#4*&K#1#1#0#2#8#35#9##0#4*&K#1#3#0#2#14#35#15##0#4*&W#2#2#0#2#10#35#11##0#4*%£
21589,therapy,YELLOW,"(need_(needy_person) + need [modification, mirrored]: mutual aid) - Character (superimposed - modified)",W#2#1#0#0#16#19#17##0#4*&V#1#1#0#2#8#21#9##0#4*&W#2#1#0#8#16#27#17##0#4*%£
21607,view_of_life,YELLOW,(mind + activity: how people think or act) - Character (superimposed),J#1#1#0#0#8#33#9##0#4*&V#2#1#0#2#12#35#13##0#4*%£
21623,cap,YELLOW,(pictograph) - Character,J#1#1#0#0#8#17#9##0#4*&W#4#1#0#0#12#17#13##0#4*&W#2#1#0#8#12#25#13##0#4*%£
21624,bliss-name,YELLOW,(name + Blissymbol: combination of name and Blissymbol) - Character (superimposed - combined),W#4#1#0#0#8#13#9##0#4*&W#4#1#0#0#16#13#17##0#4*&W#8#1#0#0#8#13#9##0#4*&H#2#1#0#2#10#35#11##0#4*%£
21807,"rugby_ball,football_(N.A.)",YELLOW,(pictograph) - Character,K#3#1#0#0#12#45#13##0#4*&K#3#3#0#0#14#45#15##0#4*&W#4#1#0#0#14#45#15##0#4*%£
21809,wicket,YELLOW,(pictograph) - Character,O#2#1#0#0#8#47#9##0#4*&W#4#2#0#2#8#49#9##0#4*%£
21813,"prone_board,scooter-board",YELLOW,"(vehicle [modification, horizontal line replaced by board] + board [modification, higer position] [combination]) Vehicles have different names in different countries. - Character (superimposed - modified - combined)",K#7#4#0#0#10#22#11##0#4*&G#1#1#0#1#12#32#11##0#4*&W#4#1#0#1#10#23#11##0#4*&W#4#1#0#1#12#23#13##0#4*&G#1#1#0#5#12#36#11##0#4*&K#7#2#0#8#10#30#11##0#4*%£
21820,stander_(wheeled),YELLOW,(wheel + standing_(standing_person)) - Character (superimposed),G#1#1#0#0#12#19#13##0#4*&W#2#3#0#2#16#37#17##0#4*&W#4#2#0#2#8#37#17##0#4*%£
21841,relay,YELLOW,(to stop + to start) - Character (superimposed),F#1#2#0#0#10#27#11##0#4*&F#1#2#0#8#10#41#11##0#4*&W#4#2#0#8#8#35#9##0#4*%£
21849,chain,YELLOW,(pictograph) - Character,H#2#1#0#0#10#13#11##0#4*&H#2#1#0#3#10#16#11##0#4*&H#2#1#0#6#10#19#11##0#4*%£
21855,bow_and_arrow,YELLOW,"(curve,curved_line + forward: pictograph, suggesting a bow and arrow) - Character (superimposed)",F#1#2#0#0#10#33#11##0#4*&J#1#2#0#0#8#33#9##0#4*%£
21880,wave,YELLOW,"(water + pointer, to wave) - Character (superimposed - pointer)",A#1#2#0#0#15#43#16##0#4*&R#2#3#0#0#12#43#13##0#4*%£
22059,mast,YELLOW,"(sail + pointer, to the mast) - Character (superimposed - pointer)",W#2#1#0#0#12#41#13##0#4*&W#6#2#0#0#8#35#9##0#4*&W#4#2#0#4#8#39#9##0#4*&R#2#4#0#5#12#40#13##0#4*%£
22060,boom,YELLOW,"(sail + pointer, to the boom) - Character (superimposed - pointer)",R#2#1#0#0#13#34#14##0#4*&W#2#1#0#1#12#41#13##0#4*&W#6#2#0#1#8#35#9##0#4*&W#4#2#0#5#8#39#9##0#4*%£
22061,deck,YELLOW,"(boat + pointer, to the deck) - Character (superimposed - pointer)",J#1#3#0#0#12#39#13##0#4*&W#4#3#0#0#12#39#13##0#4*&W#2#2#0#4#8#43#9##0#4*&R#2#3#0#5#9#38#10##0#4*%£
22062,"bow,fore",YELLOW,"(boat + pointer, to the bow) - Character (superimposed - pointer)",J#1#3#0#0#12#39#13##0#4*&W#4#3#0#0#12#39#13##0#4*&W#2#2#0#4#8#43#9##0#4*&R#2#4#0#9#10#42#11##0#4*%£
22063,stern,YELLOW,"(boat + pointer, to the stern) - Character (superimposed - pointer)",R#2#2#0#0#10#30#11##0#4*&J#1#3#0#3#12#39#13##0#4*&W#4#3#0#3#12#39#13##0#4*&W#2#2#0#7#8#43#9##0#4*%£
22064,keel,YELLOW,"(boat + pointer, to the keel) - Character (superimposed - pointer)",J#1#3#0#0#12#39#13##0#4*&W#4#3#0#0#12#39#13##0#4*&R#2#1#0#2#17#35#16##0#4*&W#2#2#0#4#8#43#9##0#4*%£
22065,"hull,body",YELLOW,"(boat + pointer, to the hull) - Character (superimposed - pointer)",J#1#3#0#0#12#39#13##0#4*&W#4#3#0#0#12#39#13##0#4*&R#2#1#0#2#13#35#14##0#4*&W#2#2#0#4#8#43#9##0#4*%£
22066,rudder,YELLOW,"(boat + pictograph, of rudder) - Character (superimposed)",J#1#3#0#0#12#17#13##0#4*&W#2#2#0#0#12#25#13##0#4*&W#4#3#0#0#12#17#13##0#4*&W#2#2#0#4#8#21#9##0#4*%£
22067,"paddle,oar",YELLOW,"(water_(ground_level) + pictograph, of paddle in water) - Character (superimposed)",A#1#2#0#0#15#36#16##0#4*&W#5#1#0#1#16#37#17##0#4*&W#6#2#0#1#12#37#13##0#4*&W#6#2#0#3#14#39#15##0#4*&W#5#1#0#5#12#41#13##0#4*&W#6#2#0#6#9#37#10##0#4*&W#6#2#0#7#8#43#9##0#4*%£
22068,paddle_(two_blades),YELLOW,"(water_(ground_level) + pictograph, of paddle with two blades in water) - Character (superimposed)",A#1#2#0#0#15#36#16##0#4*&W#5#1#0#1#16#37#17##0#4*&W#6#2#0#1#12#37#13##0#4*&W#6#2#0#3#14#39#15##0#4*&W#5#1#0#5#12#41#13##0#4*&W#5#2#0#6#11#37#12##0#4*&W#5#1#0#7#10#38#11##0#4*&W#6#2#0#7#6#43#7##0#4*&W#6#2#0#9#8#40#9##0#4*&W#5#1#0#11#6#42#7##0#4*%£
22069,freighter,YELLOW,"(boat + thing [modification, higher position]: boat carrying goods) - Character (superimposed - modified)",J#1#3#0#0#12#39#13##0#4*&L#2#1#0#0#8#33#9##0#4*&W#4#3#0#0#12#39#13##0#4*%£
22105,parachute,YELLOW,"(from_sky + pictograph, of the parachute canopy) - Character (superimposed)",J#1#1#0#0#4#33#5##0#4*&W#4#1#0#0#8#33#9##0#4*&F#1#3#0#2#8#35#9##0#4*%£
22107,balloon_(hot_air),YELLOW,(pictograph) - Character,H#3#1#0#0#4#31#5##0#4*&W#1#2#0#2#12#33#13##0#4*&W#2#1#0#2#14#33#15##0#4*&W#1#2#0#6#12#37#13##0#4*%£
22116,indoor_(character),YELLOW,(house + dot (inside the house): can also be seen as a combination of house and inside) - Character (superimposed - combined),D#1#1#0#0#8#15#9##0#4*&Q#1#1#0#4#12#37#13##0#4*%£
22307,"pudding,cream",YELLOW,(plate + pictograph of pudding) - Character (superimposed),W#6#1#0#0#12#17#13##0#4*&J#1#1#0#4#12#33#13##0#4*&W#4#1#0#4#16#21#17##0#4*&W#6#2#0#12#12#29#13##0#4*%£
22362,lump(s),YELLOW,(four dots (two in high and two in low positions): indicating bits from thing) - Character (superimposed - sequenced),Q#1#1#0#0#10#15#11##0#4*&Q#1#1#0#0#14#15#15##0#4*&Q#1#1#0#4#10#19#11##0#4*&Q#1#1#0#4#14#19#15##0#4*%£
22365,"lollipop,sucker",YELLOW,(pictograph) - Character,L#2#1#0#0#8#31#9##0#4*&W#2#2#0#2#12#33#13##0#4*%£
22366,ice_cream_(lollipop),YELLOW,(pictograph) - Character,K#1#1#0#0#8#41#9##0#4*&W#2#1#0#0#14#41#15##0#4*&W#2#2#0#0#10#41#11##0#4*&W#1#2#0#2#14#43#15##0#4*&W#2#2#0#4#10#45#11##0#4*%£
22369,"ice_cream,sherbet,sorbet",YELLOW,"(ice cream cone + pointer, to the ice cream) - Character (superimposed - pointer) Preferred NEW SYNONYM, replacing 14920 (See also: ice_cream_(cone) 14921, ice_cream_(bar) 22370, and ice_cream_(lollipop) 22366)",K#1#1#0#0#10#33#11##0#4*&V#2#3#0#0#12#33#13##0#4*&W#2#1#0#0#12#33#13##0#4*&R#2#4#0#4#8#39#9##0#4*%£
22371,"bar,cake",YELLOW,(pictograph) - Character,O#1#1#0#0#10#17#11##0#4*&R#2#2#0#0#10#17#11##0#4*&W#4#1#0#0#14#17#15##0#4*&R#2#4#0#6#10#23#11##0#4*%£
22375,candy,YELLOW,"(pictograph) - Character Preferred NEW SYNONYM, replacing 13118",R#2#2#0#0#10#17#11##0#4*&W#2#2#0#0#10#17#11##0#4*&L#2#1#0#2#10#19#11##0#4*&R#2#4#0#6#10#23#11##0#4*&W#2#2#0#8#10#25#11##0#4*%£
22377,mixture,YELLOW,(two curved arrows mingling) - Character (superimposed),J#1#1#0#0#8#27#9##0#4*&R#2#1#0#2#12#29#13##0#4*&J#1#3#0#4#12#31#13##0#4*&R#2#3#0#6#10#33#11##0#4*%£
22384,reflection,YELLOW,(arrow_(bent) + vertical line: a ray of light strikes a mirror and is reflected back from it) - Character (superimposed),W#1#1#0#0#16#31#17##0#4*&W#1#2#0#0#14#31#15##0#4*&W#6#1#0#0#8#31#9##0#4*&W#6#2#0#0#12#31#13##0#4*&W#4#2#0#4#8#35#9##0#4*%£
22386,shine,YELLOW,"(reflection + arrow_(bent) [modification, flipped vertically]) - Character (superimposed - modified)",R#1#2#0#0#8#23#9##0#4*&W#1#1#0#0#8#35#9##0#4*&W#1#1#0#0#16#23#17##0#4*&W#1#2#0#0#8#35#9##0#4*&W#1#2#0#0#14#23#15##0#4*&W#4#2#0#4#8#27#9##0#4*%£
22561,"kitchen_tool,utensil",YELLOW,(hand + food [modification]: tool for food]) - Character (superimposed - modified),V#9#3#0#0#8#13#9##0#4*&H#2#1#0#2#10#35#11##0#4*%£
22574,funnel,YELLOW,(pictograph) - Character,W#6#1#0#0#8#40#9##0#4*&W#2#2#0#4#12#44#13##0#4*&W#2#2#0#5#12#45#13##0#4*&W#6#2#0#5#8#45#9##0#4*%£
22577,stovetop,YELLOW,"(stove + pointer, to the top) - Character (superimposed - pointer)",L#1#1#0#0#8#45#9##0#4*&R#2#3#0#2#5#39#6##0#4*&A#1#1#0#3#8#48#9##0#4*%£
22578,cup,YELLOW,(pictograph) - Character,W#2#1#0#0#16#35#17##0#4*&W#2#2#0#0#12#35#13##0#4*&K#1#2#0#4#12#39#13##0#4*&W#2#2#0#4#12#39#13##0#4*%£
22579,saucepan,YELLOW,(pictograph) - Character,W#2#2#0#0#12#43#13##0#4*&W#2#3#0#0#16#43#17##0#4*&W#2#2#0#4#12#47#13##0#4*&W#6#2#0#4#8#47#9##0#4*%£
22583,lid,YELLOW,(pictograph) - Character,W#4#1#0#0#10#11#11##0#4*&K#1#1#0#2#8#13#9##0#4*%£
22584,"pot,kettle,boiler",YELLOW,(pictograph) - Character,K#1#4#0#0#8#17#9##0#4*&N#1#3#0#2#8#19#9##0#4*&K#1#2#0#10#8#27#9##0#4*%£
22592,rolling_pin,YELLOW,(pictograph) - Character,W#1#1#0#0#14#43#15##0#4*&O#2#2#0#2#12#45#13##0#4*&W#2#2#0#2#12#45#13##0#4*&W#1#1#0#10#14#53#15##0#4*%£
22598,equator,YELLOW,"(earth + pointer, to the equator) - Character (superimposed - pointer)",H#3#1#0#0#8#31#9##0#4*&W#8#1#0#0#8#31#9##0#4*&R#2#4#0#8#7#41#8##0#4*%£
22599,South_Pole,YELLOW,"(earth + pointer, to the south pole) - Character (superimposed - pointer)",H#3#1#0#0#8#31#9##0#4*&W#8#1#0#0#8#31#9##0#4*&R#2#4#0#9#14#44#13##0#4*%£
22600,North_Pole,YELLOW,"(earth + pointer, to the north pole) - Character (superimposed - pointer)",R#2#2#0#0#6#32#5##0#4*&H#3#1#0#3#8#31#9##0#4*&W#8#1#0#3#8#31#9##0#4*%£
22613,fjord,YELLOW,(water_(ground_level) + mountain: a long and narrow inlet of the sea in between steep mountains) - Character (superimposed),A#1#2#0#0#15#27#16##0#4*&P#2#3#0#8#8#35#9##0#4*%£
22618,crown,YELLOW,(pictograph) - Character,O#1#3#0#0#8#33#9##0#4*&R#2#3#0#0#8#33#9##0#4*&R#2#3#0#4#8#37#9##0#4*%£
22625,inlet,YELLOW,(earth + water_(ground_level) + earth: an arm of water reaching into land) - Character (superimposed),W#4#1#0#0#16#29#17##0#4*&A#1#2#0#8#15#37#16##0#4*&W#4#1#0#16#16#45#17##0#4*%£
22834,planet,YELLOW,(pictograph: symbol suggests the planet rotating on its horizontal axis) - Character,W#4#1#0#0#12#31#13##0#4*&H#3#1#0#2#8#33#9##0#4*&W#4#1#0#4#12#35#13##0#4*%£
22837,"pod,seedcase,seedpod",YELLOW,(pictograph) - Character,K#3#4#0#0#8#33#9##0#4*&K#3#2#0#4#8#37#9##0#4*%£
22911,"doubt,uncertainty",YELLOW,"(to think + what,question_mark) - Character (superimposed)",J#1#1#0#0#8#31#9##0#4*&Y#24#1#0#3#10#34#11##0#4*%£
22913,"leadership,guidance",YELLOW,"(mind + forward [modification, short arrow]: the use of mental powers to carry events or persons forward) - Character (superimposed - modified)",J#1#1#0#0#8#27#9##0#4*&W#2#1#0#8#12#37#13##0#4*&R#2#2#0#10#10#39#11##0#4*%£
22914,"must_(a),force",YELLOW,"(mind + strong [modification]: the use of the power of the mind, and/or physical strength, to make something happen) - Character (superimposed)",J#1#1#0#0#8#23#9##0#4*&W#2#1#0#0#12#23#13##0#4*&W#2#2#0#0#8#23#9##0#4*&W#4#2#0#4#8#27#9##0#4*%£
23026,attic,YELLOW,"(building_with_attic + pointer, to the attic) - Character (superimposed - pointer)",D#1#1#0#0#8#27#9##0#4*&W#4#1#0#0#12#33#13##0#4*&R#2#4#0#8#8#41#9##0#4*%£
23029,"basement,cellar",YELLOW,"(building_with_cellar + pointer, to cellar) - Character (superimposed - pointer)",D#1#1#0#0#8#27#9##0#4*&W#1#2#0#0#16#31#17##0#4*&W#4#1#0#0#18#33#19##0#4*&W#1#2#0#8#16#39#17##0#4*&R#2#4#0#9#15#42#16##0#4*%£
23044,"cod,codfish",YELLOW,(fish + pictograph of beard) - Character (superimposed),J#1#1#0#0#12#17#13##0#4*&J#1#3#0#0#12#17#13##0#4*&K#8#4#0#8#12#31#13##0#4*%£
23085,"floor,storey,level,etage",YELLOW,(building_with_storey + pointer) - Character (superimposed - pointer),D#1#1#0#0#8#27#9##0#4*&W#4#1#0#0#14#33#15##0#4*&R#2#4#0#9#13#42#14##0#4*%£
23089,foundation_(building),YELLOW,(building_with_foundation + pointer (to foundation)) - Character (superimposed - pointer),D#1#1#0#0#8#27#9##0#4*&W#1#2#0#0#16#31#17##0#4*&W#1#2#0#8#16#39#17##0#4*&R#2#4#0#9#15#42#15##0#4*%£
23097,goat,YELLOW,(ovine + pictograph of beard) - Character (superimposed),V#2#1#0#0#12#31#13##0#4*&W#4#1#0#0#12#31#13##0#4*&K#1#3#0#4#10#35#11##0#4*&V#2#1#0#4#12#35#13##0#4*&K#8#4#0#8#12#41#13##0#4*%£
23117,horizontal-(a),YELLOW,(right angle + pointer to horizontal arm of angle) - Character (superimposed - pointer),L#3#1#0#0#14#27#15##0#4*&W#4#1#0#0#16#27#17##0#4*&W#4#2#0#0#8#27#9##0#4*&R#2#1#0#2#17#35#21##0#4*%£
23124,jellyfish,YELLOW,(water creature + pictograph of jellyfish tentacles) - Character (superimposed),A#1#2#0#0#15#31#16##0#4*&J#1#1#0#0#12#31#13##0#4*&W#1#2#0#0#16#33#17##0#4*&W#1#2#0#4#16#37#17##0#4*&W#1#2#0#8#16#41#17##0#4*%£
23127,"judgement,law_(in_combinations)",YELLOW,"(mind + weight [modification, shorter horizontal line]: the mind weighs something to reach a judgement) - Character (superimposed - modified)",J#1#1#0#0#8#33#9##0#4*&U#2#1#0#2#12#33#13##0#4*&W#2#1#0#2#12#35#13##0#4*%£
23150,metal_bar,YELLOW,(thing + thing: a combination of rectangular shape + thing) - Character (superimposed),L#2#1#0#0#10#31#11##0#4*&L#2#1#0#4#10#35#11##0#4*%£
23169,pressure,YELLOW,(enclosure + up and down: the arrows press against the top and bottom of the enclosure) - Character (superimposed),F#1#1#0#0#8#31#9##0#4*&L#1#1#0#0#8#23#9##0#4*&F#1#3#0#4#8#35#9##0#4*%£
23193,"row_house,attached_houses",YELLOW,(semi-detached_house + semi-detached_house: pictograph of attached houses) - Character (superimposed),D#1#1#0#0#8#29#9##0#4*&W#4#2#0#4#8#33#9##0#4*&D#1#1#0#8#8#37#9##0#4*&W#4#2#0#12#8#41#9##0#4*%£
23201,semi-detached_house,YELLOW,"(house + line: the line separating the building into two parts, creating a pictograph of a semi-detached house) - Character (superimposed)",D#1#1#0#0#8#29#9##0#4*&W#4#2#0#4#8#33#9##0#4*%£
23204,shellfish_(without_claws),YELLOW,(pictograph) - Character,J#1#1#0#0#12#17#13##0#4*&J#1#3#0#0#12#17#13##0#4*&W#2#2#0#0#8#33#9##0#4*&W#2#2#0#8#8#41#9##0#4*%£
23223,"store,shop",YELLOW,"(public room + business: public room where money is exchanged for goods) - Character (superimposed) Preferred NEW SYNONYM, replacing 17269",W#4#1#0#0#16#3#17##0#28*&J#1#3#0#8#12#11#13##0#28*&N#1#2#0#8#8#11#9##0#28*&H#2#1#0#10#8#13#9##0#28*&H#2#1#0#10#12#13#13##0#28*&W#4#4#0#12#8#15#9##0#28*%£
23230,tax,YELLOW,(money + leadership: money + to govern [contraction]) - Character (superimposed),J#1#1#0#0#8#33#9##0#4*&H#2#1#0#2#8#17#9##0#4*&H#2#1#0#2#12#17#13##0#4*&W#4#2#0#4#8#19#9##0#4*&W#2#1#0#8#12#41#13##0#4*&R#2#2#0#10#10#43#11##0#4*%£
23240,tower,YELLOW,(pictograph) - Character,O#2#3#0#0#8#27#9##0#4*&R#2#1#0#0#6#27#7##0#4*%£
23250,vertical-(a),YELLOW,"(right angle + pointer, to vertical arm of angle) - Character (superimposed - pointer)",R#2#2#0#0#10#30#21##0#4*&L#3#1#0#3#14#27#15##0#4*&W#4#1#0#3#16#27#17##0#4*&W#4#2#0#3#8#27#9##0#4*%£
23409,"attachment,fastening,joint,seam,appendix,annex",YELLOW,(vertical line + plus + vertical line: representing something attached to something else) - Character (sequenced),W#4#2#0#0#8#29#9##0#4*&T#2#1#0#2#10#31#11##0#4*&W#4#2#0#8#8#37#9##0#4*%£
23431,card,YELLOW,(pictograph: horizontally oriented rectangle representing a lying card) - Character,O#2#2#0#0#10#37#11##0#4*&W#2#4#0#0#10#37#11##0#4*%£
23437,"castle,palace",YELLOW,(tower [modification] + house [modification] + tower [modification]: pictograph suggests a castle as a combination of house and towers) - Character (superimposed - modified - combined),R#2#1#0#0#6#15#7##0#4*&W#4#1#0#0#16#15#17##0#4*&W#4#2#0#0#8#15#9##0#4*&R#1#1#0#4#8#19#9##0#4*&W#2#2#0#4#8#19#9##0#4*&W#4#1#0#8#16#23#17##0#4*&R#2#1#0#12#6#27#7##0#4*&W#2#2#0#12#8#27#9##0#4*&W#4#2#0#16#8#31#9##0#4*%£
23439,causality,YELLOW,(mind + cause: mental reflection on cause and effect) - Character (superimposed),J#1#1#0#0#8#31#9##0#4*&P#1#2#0#4#8#37#9##0#4*%£
23472,Dharma_wheel,YELLOW,"(wheel [modification, to full size]: forms a pictograph of a big wheel with spokes, used as a symbol in Buddhism) - Character (modified)",H#3#1#0#0#8#31#9##0#4*&W#7#1#0#1#9#32#10##0#4*&W#7#2#0#1#9#32#10##0#4*%£
23475,"digital_processing,artificial_intelligence,calculation",YELLOW,(mind + digits_(computer)) - Character (superimposed),J#1#1#0#0#8#33#9##0#4*&H#1#1#0#3#13#36#14##0#4*&W#1#2#0#4#10#37#11##0#4*%£
23476,digits_(computer),WHITE,(quarter-sized vertical line + quarter-sized circle: representing the two digits 1 and 0) - Character (superimposed),H#1#1#0#0#13#39#14##0#4*&W#1#2#0#1#10#40#11##0#4*%£
23477,dinosaur,YELLOW,"(animal + pictograph of dinosaur head and tail) - Character (superimposed) Preferred NEW SYNONYM, replacing 13681",W#2#1#0#0#12#29#13##0#4*&V#2#1#0#4#12#19#13##0#4*&W#4#1#0#4#12#19#13##0#4*&V#2#1#0#8#12#23#13##0#4*&W#1#3#0#12#8#41#9##0#4*&W#2#2#0#12#8#41#9##0#4*%£
23488,enter_(computer),YELLOW,"(backward + short vertical line: pictograph, looks like the enter symbol on a computer keyboard) - Character (superimposed)",F#1#4#0#0#10#31#11##0#4*&W#2#2#0#8#8#39#9##0#4*%£
23500,"file,data_file_(digital)",YELLOW,(container + digits_(computer)) - Character (superimposed),J#1#3#0#0#12#43#13##0#4*&H#1#1#0#3#13#44#14##0#4*&W#1#2#0#4#10#47#11##0#4*%£
23511,folder,YELLOW,"(pictograph: looks like a paper folder, or a folder icon on a computer) - Character",K#1#1#0#0#10#15#11##0#4*&O#1#3#0#0#12#15#13##0#4*&W#4#1#0#0#12#15#13##0#4*%£
23527,hedgehog,YELLOW,"(animal + quill(s),spine(s): pictograph of animal with spines) - Character (superimposed) Preferred NEW SYNONYM, replacing 14699",V#2#1#0#0#12#29#13##0#4*&W#4#1#0#0#12#29#13##0#4*&W#5#1#0#0#10#35#11##0#4*&W#5#1#0#2#10#37#11##0#4*&V#2#1#0#4#12#33#13##0#4*&W#5#1#0#4#10#39#11##0#4*%£
